q35_%dr,q35_%dd,q35_%dp,q35_%dc,q35_%dtotal,Col006
32510,Senate,None,Write-in/Scattering,Write In,277
32510,House,2,Democratic,Jill Derby,7882
32510,House,2,Republican,Dean Heller,9416
32510,House,2,Independent American,James C. Kroshus,373
32510,House,2,Independent,Daniel Rosen,322
51001,Senate,None,Republican,G F Allen,5059
51001,Senate,None,Democratic,J H Webb Jr,4704
51001,House,2,Republican,T D Drake,5151
51001,House,2,Democratic,P J Kellam,4732
51001,Senate,None,Independent Greens of Virginia,G G Parker,136
51003,Senate,None,Republican,G F Allen,15048
51003,Senate,None,Democratic,J H Webb Jr,20821
51003,Senate,None,Independent Greens of Virginia,G G Parker,136
51003,House,5,Democratic,A C Weed II,19560
51003,House,5,Republican,V H Goode Jr,16106
51003,House,5,Independent Greens of Virginia,J P Oddo,318
51005,Senate,None,Republican,G F Allen,2578
51005,Senate,None,Democratic,J H Webb Jr,2818
51005,House,6,Republican,R W Goodlatte,1310
51005,House,6,Independent,A D Perry,197
51005,House,6,Independent,B J Pryor,154
51005,House,9,Democratic,R W Boucher,2877
51005,House,9,Republican,C W Carrico,700
51005,Senate,None,Independent Greens of Virginia,G G Parker ,70
04017,House,2,Libertarian,Powell Gammill,37
04017,House,2,Republican,Trent Franks,135
04017,House,2,Write-in/Scattering,William Crum,0
04019,Senate,None,Democratic,Jim Pederson,144275
04019,Senate,None,Libertarian,Richard Mack,7936
04019,Senate,None,Republican,Jon Kyl,128987
04019,Senate,None,Write-in/Scattering,Stephen Baker,3
04019,Senate,None,Write-in/Scattering,Ray Caplette,1
04019,House,7,Democratic,Raul M. Grijalva,49850
04019,House,7,Libertarian,Joe Cobb,2386
04019,House,7,Republican,Ron Drake,17921
04019,House,8,Democratic,Gabrielle Giffords,116043
04019,House,8,Independent,Jay Quick,3523
04019,House,8,Libertarian,David F. Nolan,4037
04019,House,8,Republican,Randy Graf,86386
04019,House,8,Write-in/Scattering,Russ Dove,7
04019,House,8,Write-in/Scattering,Leo F. Kimminau Sr.,4
04019,House,8,Write-in/Scattering,Paul Price,2
04021,Senate,None,Democratic,Jim Pederson,24790
04021,Senate,None,Libertarian,Richard Mack,1836
04021,Senate,None,Republican,Jon Kyl,30379
04021,Senate,None,Write-in/Scattering,Stephen Baker,0
04021,Senate,None,Write-in/Scattering,Ray Caplette,0
04021,House,1,Democratic,Ellen Simon,11113
04021,House,1,Libertarian,David Schlosser,991
04021,House,1,Republican,Rick Renzi,11312
04021,House,6,Democratic,Jason M. Blair,5483
04021,House,6,Republican,Jeff Flake,14424
04021,House,7,Democratic,Raul M. Grijalva,2687
04021,House,7,Libertarian,Joe Cobb,208
04021,House,7,Republican,Ron Drake,2773
04021,House,8,Democratic,Gabrielle Giffords,2449
04021,House,8,Independent,Jay Quick,62
04021,House,8,Libertarian,David F. Nolan,62
04021,House,8,Republican,Randy Graf,2725
04021,House,8,Write-in/Scattering,Russ Dove,0
04021,House,8,Write-in/Scattering,"Leo F. Kimmanau, Sr.",0
04021,House,8,Write-in/Scattering,Paul Price,0
04023,Senate,None,Democratic,Jim Pederson,4892
04023,Senate,None,Libertarian,Richard Mack,197
04023,Senate,None,Republican,Jon Kyl,3067
04023,Senate,None,Write-in/Scattering,Stephen Baker,0
04023,Senate,None,Write-in/Scattering,Ray Caplette,0
04023,House,7,Democratic,Raul M. Grijalva,4442
04023,House,7,Libertarian,Joe Cobb,107
04023,House,7,Republican,Ron Drake,1436
04023,House,8,Democratic,Gabrielle Giffords,1274
04023,House,8,Independent,Jay Quick,40
04023,House,8,Libertarian,David F. Nolan,28
04023,House,8,Republican,Randy Graf ,872
04023,House,8,Write-in/Scattering,Russ Dove,0
04023,House,8,Write-in/Scattering,Leo F. Kimminau Sr.,0
04023,House,8,Write-in/Scattering,Paul Price,0
04025,Senate,None,Democratic,Jiim Pederson,26340
04025,Senate,None,Libertarian,Richard Mack,2849
04025,Senate,None,Republican,Jon Kyl,43219
04025,Senate,None,Write-in/Scattering,Stephen Baker,0
04025,Senate,None,Write-in/Scattering,Ray Caplette,0
04025,House,1,Democratic,Ellen Simon,27918
04025,House,1,Libertarian,David Schlosser,4205
04025,House,1,Republican,Rick Renzi,39650
04025,House,2,Democratic,John Thrasher,0
04025,House,2,Libertarian,Powell Gammill,0
04025,House,2,Republican,Trent Franks,0
04025,House,2,Write-in/Scattering,William Crum,0
04027,Senate,None,Democratic,Jim Pederson,12303
04027,Senate,None,Libertarian,Richard Mack,826
04027,Senate,None,Republican,Jon Kyl,15497
04027,Senate,None,Write-in/Scattering,Stephen Baker,0
04027,Senate,None,Write-in/Scattering,Ray Caplette,2
04027,House,7,Democratic,Raul M. Grijalva,13197
04027,House,7,Libertarian,Joe Cobb,1109
04027,House,7,Republican,Ron Drake,13810
06001,House,9,Democratic, Lee,167245
06001,House,9,Republican,  denDulk,20786
06001,House,5655,Liberal, Eyer,1
06001,House,10,Democratic, Tauscher,15614
06001,House,10,Republican,  Linn,9957
06001,House,10,Write-in/Scattering,  ketelson,1
06001,House,11,Democratic,  McNerney,20576
06001,House,11,Republican,  Pombo,12085
06001,House,13,Democratic,Stark,110756
06001,House,13,Republican,Bruno,37141
06003,House,3,Democratic,Durston,258
06003,House,3,Republican,Lungren,243
06003,House,3,Liberal,Tuma,14
06003,House,3,Peace and Freedom,Roskey,3
06005,House,3,Democratic,Durston,5020
06005,House,3,Republican,Lungren,9189
06005,House,3,Liberal,Tuma,314
06005,House,3,Peace and Freedom,Roskey,133
06007,House,2,Democratic,Sekhon,21924
06007,House,2,Republican,Herger,30798
06007,House,2,Liberal,Hinesley,2227
06007,House,4,Democratic,Brown,4910
06007,House,4,Republican,Doolittle,6948
06007,House,4,,Warren,814
06009,House,3,Democratic,Durston,6206
06009,House,3,Republican,Lungren,10754
06009,House,3,Liberal,Tuma,457
06009,House,3,Peace and Freedom,Roskey,271
06011,House,2,Democratic,Sekhon,1305
06011,House,2,Republican,Herger,3467
06011,House,2,Libertarian,Hinesley,98
06013,House,10,Democratic,Tauscher,93552
06013,House,10,Republican,Linn,43184
06013,House,10,Write-in/Scattering,Ketelson,21
06013,House,11,Democratic,McNerney,27433
06013,House,10,Republican,Pombo,23150
06013,House,7,Democratic,Miller,70946
06013,House,7,Liberal,McConnell,11111
06015,House,1,Democratic,Thompson,3786
06015,House,1,Republican,Jones,2657
06015,House,1,Green,Elizondo,122
06015,House,1,Peace and Freedom,Stock,95
06015,House,1,Write-in/Scattering,Wolman,0
06017,House,4,Democratic,Brown,29830
06017,House,4,Republican,Doolittle,33925
06017,House,4,Liberal,Warren,3375
06019,House,18,Democratic,Cardoza,349
06019,House,18,Republican,Kanno,455
06019,House,19,Democratic,Cox,26129
06019,House,19,Republican,Radanovich,37574
06019,House,20,Democratic,Costa,27682
06019,House,21,Democratic,Haze,22463
06019,House,21,Republican,Nunes,49374
06019,House,21,Green,Miller,2637
06021,House,2,Democratic,Sekhon,1935
06021,House,2,Republican,Herger,5344
06021,House,2,Liberal,Hinesley,187
06023,House,1,Democratic,Thompson,31284
06023,House,1,Republican,Jones,13913
06023,House,1,Green,Elizondo,1673
06023,House,1,Peace and Freedom,Stock,734
06023,House,1,Write-in/Scattering,Wolman,0
06025,House,51,Democratic,Filner,14480
06025,House,51,Republican,Miles,6898
06025,House,51,Liberal,Litwin,567
06025,House,51,Write-in/Scattering,Arguello,0
06027,House,26,Democratic,Rodriguez,2220
06027,House,20,Republican,McKeon,3894
06027,House,20,Libertarian,Erickson,265
06029,House,20,Democratic,Costa,16839
06029,House,22,Democratic,Beery,32056
06029,House,22,Republican,McCarthy,94160
06031,House,20,Democratic,Costa,16599
06033,House,1,Democratic,Thompson,11951
06033,House,1,Republican,Jones,6109
06033,House,1,Green,Elizondo,475
06033,House,1,Peace and Freedom,Stock,400
06033,House,1,Write-in/Scattering,Wolman,0
06035,House,4,Democratic,Brown,2814
06035,House,4,Republican,Doolittle,5167
06035,House,4,Liberal,Warren,545
06037,House,22,Democratic,Berry,5924
06037,House,22,Republican,McCarthy,10091
06037,House,22,Democratic,Rodriguez,40257
06037,House,22,Republican,McKeon,72531
06037,House,22,Liberal,Erickson,4924
06037,House,30,Democratic,Waxman,151284
06037,House,30,Republican,Jones,55904
06037,House,30,Peace and Freedom,Cannon,4546
06037,House,26,Democratic,Matthews,44896
06037,House,26,Republican,Dreier,67096
06037,House,26,American Independent,Graham,1846
06037,House,26,Liberal,Brown,3564
06037,House,27,Democratic,Sherman,92650
06037,House,27,Republican,Hankwitz,42074
06037,House,28,Democratic,Berman,79866
06037,House,28,Republican,Kesselman,20629
06037,House,28,Green,DeLear,3868
06037,House,28,Liberal,Ross,3679
06037,House,29,Democratic,Schiff,91014
06037,House,29,Republican,Bodell,39321
06037,House,29,Green,Paparian,8197
06037,House,29,Liberal,Keller,2258
06037,House,29,Write-in/Scattering,Burton,15
06037,House,31,Democratic,Becerra,64952
06037,House,32,Democratic,Solis,76059
06037,House,32,Liberal,Faegre,15627
06037,House,33,Democratic,Watson,113715
06037,House,34,Democratic,Roybal-Allard,57459
06037,House,34,Republican,Miller,17359
06037,House,34,Write-in/Scattering,Craine,1
06037,House,35,Democratic,Waters,82498
06037,House,35,American Independent,Mego,8343
06037,House,35,Liberal,Ireland,7665
06037,House,36,Democratic,Harman,105323
06037,House,36,Republican,Gibson,53068
06037,House,36,Liberal,Binkley,3170
06037,House,36,Peace and Freedom,Smith,4592
06037,House,37,Democratic,McDonald,80716
06037,House,37,Liberal,Peters,17246
06037,House,38,Democratic,Napolitano,75181
06037,House,38,Republican,Street,24620
06037,House,39,Democratic,Sanchez,72149
06037,House,39,Republican,Andion,37348
06037,House,42,Republican,Miller,22289
06037,House,46,Democratic,Brandt,26962
06037,House,46,Republican,Rohrabacher,34502
06037,House,46,Liberal,Chang,2292
06039,House,18,Democratic,Cardoza,157
06039,House,18,Republican,Kanno,229
06039,House,19,Democratic,Cox,26129
06039,House,19,Republican,Radanovich,37574
06041,House,6,Democratic,Woolsey,75289
06041,House,6,Republican,Hooper,25701
06041,House,6,Liberal,Friesen,3400
06041,House,6,Write-in/Scattering,Halliwell,1
06043,House,19,Democratic,Cox,3114
06043,House,19,Republican,Radanovich,4485
06045,House,1,Democratic,Thompson,20820
06045,House,1,Republican,Jones,7473
06045,House,1,Green,Elizondo,1283
06045,House,1,Peace and Freedom,Stock,638
06045,House,1,Write-in/Scattering,Wolman,36
06047,House,18,Democratic,Cardoza,26229
06047,House,18,Republican,Kanno,14729
06049,House,4,Democratic,Brown,1243
06049,House,4,Republican,Doolittle,2207
06049,House,4,Liberal,Warren,269
06051,House,25,Democratic,Rodriguez,1619
06051,House,25,Republican,McKeon,1940
06051,House,25,Liberal,Erickson,149
06053,House,17,Democratic,Farr,60362
06053,House,17,Republican,De Malo,22263
06053,House,17,Independent,Taylor,2371
06055,House,1,Democratic,Thompson,28578
06055,House,1,Republican,Jones,12024
06055,House,1,Green Independent,Elizondo,908
06055,House,1,Peace and Freedom,Stock,573
06055,House,1,Write-in/Scattering,Wolman,0
06057,House,4,Democratic,Brown,23224
06057,House,4,Republican,Doolittle,17005
06057,House,4,Liberal,Warren,2313
06059,House,40,Democratic,Hoffman,46418
06059,House,40,Republican,Royce,100995
06059,House,40,Liberal,Inman,3876
06059,House,42,Republican,Miller,85000
06059,House,44,Democratic,Vandenberg,10086
06059,House,44,Republican,Calvert,24360
06059,House,44,Peace and Freedom,Akin,823
06059,House,46,Democratic,Brandt,44611
06059,House,46,Republican,Rohrabacher,81674
06059,House,46,Liberal,Chang,5011
06059,House,47,Democratic,Sanchez,47134
06059,House,47,Republican,Nguyen,28485
06059,House,48,Democratic,Young,74647
06059,House,48,Republican,Cambell,120130
06059,House,48,Liberal,Cohen,5750
06061,House,4,Democratic,Brown,56175
06061,House,4,Republican,Doolittle,59530
06061,House,4,Liberal,Warren,5704
06063,House,4,Democratic,Brown,3893
06063,House,4,Republican,Doolittle,4411
06063,House,4,Liberal,Warren,419
06065,House,41,Democratic,Contreras,12061
06065,House,41,Republican,Lewis,19851
06065,House,41,Independent,Petersen,6
06065,House,44,Democratic,Vandenberg,45189
06065,House,44,Republican,Calvert,65195
06065,House,44,Peace and Freedom,Akin,3663
06065,House,45,Democratic,Roth,64613
06065,House,45,Republican,Bono,99638
06065,House,49,Democratic,Criscenzo,19604
06065,House,49,Republican,Issa,36739
06065,House,49,Liberal,Grossmith,2055
06065,House,49,Democratic,Ford,19
06067,House,3,Democratic,Durston,72723
06067,House,3,Republican,Lungren,112568
06067,House,3,Liberal,Tuma,2904
06067,House,3,Peace and Freedom,Roskey,1915
06067,House,4,Democratic,Brown,4304
06067,House,4,Republican,Doolittle,5793
06067,House,4,Liberal,Warren,510
06067,House,5,Democratic,Matsui,105676
06067,House,5,Republican,Yan,35106
06067,House,5,Green,Kravitz,6466
06067,House,5,Peace and Freedom,Reiger,2018
06067,House,10,Democratic,Tauscher,523
06067,House,10,Republican,Linn,428
06067,House,10,Reform,Ketelson,0
06069,House,17,Democratic,Farr,9713
06069,House,17,Republican,De Malo,4250
06069,House,17,Independent,Taylor,44
06071,House,25,Democratic,Robert Rodriguez,11817
06071,House,25,Republican,McKeon,15622
06071,House,25,Liberal,Erickson,1535
06071,House,26,Democratic,Cynthia Matthews,22982
06071,House,26,Republican,Dreier,34932
06071,House,26,American Independent,Graham,1505
06071,House,26,Liberal,Ted Brown,2323
06071,House,41,Democratic,Contreras,42174
06071,House,41,Republican,Lewis,89910
06071,House,41,Independent,Petersen,42
06071,House,42,Republican,Miller,22431
06071,House,43,Democratic,Baca,52791
06071,House,43,Republican,Folkens,29069
06073,House,49,Democratic,Criscenzo,32623
06073,House,49,Republican,Issa,62092
06073,House,49,Liberal,Grossmith,2897
06073,House,49,Democratic,Ford,108
06073,House,50,Democratic,Busby,96612
06073,House,50,Republican,Billbray,118018
06073,House,50,Liberal,King,4119
06073,House,50,Peace and Freedom,Clark,3353
06073,House,51,Democratic,Filner,63634
06073,House,51,Republican,Miles,28033
06073,House,51,Liberal,Litwin,2223
06073,House,51,Independent,Argie;;p,4
06073,House,52,Democratic,Rinald,61208
06073,House,52,Republican,Hunter,123696
06073,House,52,Liberal,Benoit,6465
06073,House,53,Democratic,Davis,97541
06073,House,53,Republican,Woodrum,43312
06073,House,53,Liberal,Lippe,3534
06075,House,12,Democratic,Lantos,35259
06075,House,12,Republican,Moloney,7775
06075,House,8,Democratic,Pelosi,148435
06075,House,8,Republican,DeNunzio,19800
06075,House,8,Green,Keefer,13653
06075,House,8,Liberal,Berg,2751
06077,House,11,Democratic,McNerney,54297
06077,House,11,Republican,Pombo,56308
06077,House,18,Democratic,Cardoza,19469
06077,House,18,Republican,Kanno,6715
06079,House,22,Democratic,Beery,17246
06079,House,22,Republican,McCarthy,29027
06079,House,23,Democratic,Capps,29441
06079,House,23,Republican,Tognazzini,19174
06079,House,23,Independent,"Gardner, Jr.",1
06081,House,12,Democratic,Lantos,10391
06081,House,12,Republican,Moloney,35899
06081,House,14,Democratic,Eshoo,42353
06081,House,14,Republican,Rob Smith,13365
06081,House,14,Green,Brouillet,1346
06081,House,14,Liberal,Holtz,1135
06083,House,23,Democratic,Capps,56582
06083,House,23,Republican,Tognazzini,29686
06083,House,23,Independent,"Gardner, Jr.",17
06083,House,24,Democratic,Martinez,11742
06083,House,24,Republican,Gallegly,22738
06083,House,23,Independent,Nicolle,0
06083,House,23,Independent,Stettler,0
06085,House,11,Democratic,McNerney,7562
06085,House,11,Republican,Pombo,4853
06085,House,14,Democratic,Eshoo,79921
06085,House,14,Republican,Smith,27309
06085,House,14,Green,Brouillet,2327
06085,House,14,Liberal,Holtz,2629
06085,House,15,Democratic,Honda,115532
06085,House,15,Republican,Chukwu,44186
06085,House,16,Democratic,Lofgren,98929
06085,House,16,Republican,Winston,37130
06087,House,14,Democratic,Eshoo,18879
06087,House,14,Republican,Rob Smith,7423
06087,House,14,Green,Brouillet,960
06087,House,14,Liberal,Holtz,928
06087,House,17,Democratic,Farr,50675
06087,House,17,Republican,De Maio,9419
06087,House,17,Independent,Taylor,196
06089,House,2,Democratic,Sekhon,17190
06089,House,2,Republican,Herger,39360
06089,House,2,Liberal,Hinesley,1779
06091,House,4,Democratic,Brown,606
06091,House,4,Republican,Doolittle,832
06091,House,4,Liberal,Warren,127
06093,House,2,Democratic,Sekhon,5467
06093,House,22,Republican,Herger,10479
06093,House,2,Liberal,Hinesley,540
06095,House,3,Democratic,Durston,2111
06095,House,3,Republican,Lungren,2955
06095,House,3,Liberal,Tuma,83
06095,House,3,Peace and Freedom,Roskey,48
06095,House,7,Democratic,Miller,47054
06095,House,7,Liberal,McConnell,11375
06095,House,10,Democratic,Tauscher,22170
06095,House,10,Republican,Linn,12500
06095,House,10,Republican,Ketelson,28
06097,House,1,Democratic,Thompson,18124
06097,House,1,Republican,Jones,7738
06097,House,1,Green,Elizondo,777
06097,House,1,Peace and Freedom,Stock,482
06097,House,1,Independent,Wolman,0
06097,House,6,Democratic,Woolsey,97901
06097,House,6,Republican,Hooper,38704
06097,House,6,Liberal,Froesem,5628
06097,House,6,Republican,Halliwell,4229
06099,House,18,Democratic,Cardoza,24978
06099,House,18,Republican,Kanno,15403
06099,House,19,Democratic,Cox,23740
06099,House,18,Republican,Radanovich,37166
06101,House,2,Democratic,Sekhon,7027
06101,House,2,Republican,Herger,16062
06101,House,2,Liberal,Hinesley,704
06103,House,2,Democratic,Sekhon,4905
06103,House,2,Republican,Herger,12431
06103,House,2,Liberal,Hinesley,545
06105,House,2,Democratic,Sekhon,2092
06105,House,2,Republican,Herger,3352
06105,House,2,Liberal,Hinesley,253
06107,House,21,Democratic,Haze,20255
06107,House,21,Republican,Nunes,45840
06107,House,21,Green,Miller,2092
06109,House,19,Democratic,Cox,8392
06109,House,19,Republican,Radanovich,12197
06111,House,23,Democratic,Capps,28638
06111,House,23,Republican,Tognazzini,12412
06111,House,23,Independent,"Gardner, Jr.",0
06111,House,24,Democratic,Martinez,67719
06111,House,24,Republican,Gallegly,107074
06111,House,24,Independent,Nicolle,3
06111,House,24,Independent,Stettler,16
06113,House,1,Democratic,Thompson,29866
06113,House,1,Republican,Jones,13280
06113,House,1,Green,Elizondo,1661
06113,House,1,Peace and Freedom,Stock,581
06113,House,1,Independent,Wolman,347
06113,House,2,Democratic,Sekhon,2337
06113,House,2,Republican,Herger,4521
06113,House,2,Liberal,Hinesley,173
06115,House,2,Democratic,Sekhon,4052
06115,House,2,Republican,Herger,9097
06115,House,2,Liberal,Hinesley,551
08001,House,2,Democratic,Mark Udall,39383
08001,House,2,Republican,Rich Mancuso,20254
08001,House,2,Libertarian,Norm Olsen,1392
08001,House,2,Green,J. A. Calhoun,504
08001,House,7,Republican,Rick O'donell,13614
08001,House,7,Democratic,Ed Perlmutter,16174
08001,House,7,American Constitution,Roger McCarville,367
08001,House,7,Green,Dave Chandler,568
